Codigo_Producto,Grupo,Segmento,Margen_Venta,Rotacion_Stock,GMROI,Demanda_Trimestral,Stock_Actual,Reposicion_Sugerida_UNI,Peso_Total_Gramos
4170,BEBIDAS,C,8.38,1.8620689655172413,0.07310217790022787,4.5,0,5,5000.0
3472,COMESTIVEIS,C,40.79,1.7254901960784312,0.028368153812190162,4.5,0,5,2000.0
3501,COMESTIVEIS,C,30.95,1.9171597633136095,0.01757996741274333,4.5,0,5,1250.0
11281,LOJA DE BRINQUEDOS,C,18.89,2.185430463576159,0.2454307817114619,4.8,0,5,18000.0
3433,COMESTIVEIS,C,42.23,1.3550884955752214,0.005949986591579524,12.9,0,13,2340.0
1820,BEBIDAS,C,1.54,2.057142857142857,0.03569543912551828,4.8,0,5,7000.0
376,COMESTIVEIS,C,40.1,1.6478190630048464,0.009648635043052824,9.6,0,10,4000.0
4169,BEBIDAS,C,13.78,3.3333333333333335,0.01800609029524693,2.1,1,2,2200.0
5037,COMESTIVEIS,C,10.73,1.013986013986014,0.0054587362865676755,45.0,25,20,10000.0
1773,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,2250.0
2149,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,2250.0
1772,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,2250.0
2146,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,2650.0
1782,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,1600.0
1770,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,2250.0
1771,PERFUMARIA,C,0.0,0.0,0.0,5.4,1,5,2500.0
160,ROUPA,C,0.0,0.0,0.0,5.4,2,4,20000.0
5054,BEBIDAS,C,-0.89,1.9369482976040353,-0.0069977865233177014,18.9,0,19,20900.0
363,COMESTIVEIS,C,43.26,1.4925570625206748,-0.002340479264705358,13.2,0,14,4200.0
2795,COMESTIVEIS,B,48.89,1.6134453781512605,-0.006508037997807802,4.5,0,5,1500.0
5038,COMESTIVEIS,C,10.73,0.9823278488726386,-0.029233435124379124,52.8,28,25,12500.0
3440,COMESTIVEIS,C,42.02,1.5463917525773194,-0.012701445668918121,12.0,0,12,2400.0
2080,BEBIDAS,C,7.46,2.3169014084507045,-0.05262657023220404,42.3,1,42,23100.0
828,COMESTIVEIS,B,49.04,1.3879808901181796,-0.02030867252158332,12.3,0,13,2600.0
4982,BEBIDAS,C,26.05,1.3890134529147982,-0.09374235629841011,11.4,1,11,9900.0
104,COMESTIVEIS,C,30.13,2.061855670103093,-0.02269830265894404,6.9,0,7,1519.0
382,COMESTIVEIS,C,41.86,1.482084690553746,-0.04847122692725299,9.9,0,10,4000.0
336,BEBIDAS,C,11.51,1.3292716698975353,-0.04532272981403782,186.0,0,186,68820.0
356,COMESTIVEIS,C,43.31,1.2756678175540614,-0.034977988545837155,12.6,0,13,3510.0
2793,COMESTIVEIS,C,22.71,1.4493170381020848,-0.0379670616399114,10.8,0,11,2970.0
3435,COMESTIVEIS,C,42.02,1.5065096094234347,-0.02940146867050046,12.0,0,12,2400.0
3481,COMESTIVEIS,C,37.36,1.0743759551706573,-0.05827181830315968,135.9,108,28,8400.0
2750,COMESTIVEIS,C,26.86,1.6672314469671299,-0.070995653121842,12.6,0,13,4329.0
6150,PERFUMARIA,C,-6.19,1.3111111111111111,-0.05437908496732027,34.5,13,22,5324.0
830,COMESTIVEIS,B,45.64,1.3578092927785033,-0.05610987593060414,20.1,1,20,4000.0
380,COMESTIVEIS,B,44.44,1.380952380952381,-0.0678069754271926,10.5,2,9,2160.0
4158,COMESTIVEIS,C,36.0,1.4866095828019676,-0.07923370880949364,12.0,2,10,2500.0
387,COMESTIVEIS,C,41.23,1.6794582392776523,-0.11644435323893562,28.8,1,28,9520.0
2810,COMESTIVEIS,B,48.63,1.6270060874377419,-0.06120825977624623,10.5,0,11,1760.0
389,COMESTIVEIS,C,41.21,1.6853932584269662,-0.15457675705954066,10.2,0,11,3960.0
381,COMESTIVEIS,B,44.44,1.45531914893617,-0.11014250405216101,9.9,0,10,2400.0
834,COMESTIVEIS,C,42.7,1.335117975931015,-0.04688707436507609,39.0,2,37,3330.0
12256,COMESTIVEIS,B,46.99,1.3069306930693068,-0.08465321417986543,13.5,0,14,2254.0
3441,COMESTIVEIS,C,42.02,1.3387165320866978,-0.10620154754751822,12.3,0,13,2600.0
2739,COMESTIVEIS,C,38.39,1.3282442748091603,-0.17339149400218104,11.7,0,12,3816.0
2751,COMESTIVEIS,C,43.75,1.4687816402294973,-0.4146306679770709,11.1,2,10,7500.0
3445,COMESTIVEIS,C,42.02,1.2882402469828795,-0.1193516699410609,12.3,10,3,600.0
2743,COMESTIVEIS,C,36.52,1.5548780487804879,-0.40335277992549384,13.2,0,14,9142.0
369,COMESTIVEIS,C,43.26,1.360306941053366,-0.1932806012804212,12.6,0,13,3900.0
3453,COMESTIVEIS,C,39.36,1.7256385998107853,-0.09761013532968614,11.1,0,12,1800.0
384,COMESTIVEIS,C,41.21,1.374320652173913,-0.23947154752291497,14.1,3,12,4320.0
91,COMESTIVEIS,C,34.21,1.3834139085161772,-0.23100725637660624,10.5,0,11,3630.0
2815,COMESTIVEIS,B,46.39,1.819905213270142,-0.21490789454613968,9.3,0,10,3000.0
2814,COMESTIVEIS,B,46.39,2.0952380952380953,-0.21972234357555456,9.6,0,10,3000.0
3436,COMESTIVEIS,C,42.02,1.2372600142213794,-0.1473394169234416,12.0,0,12,2400.0
3503,COMESTIVEIS,C,30.95,1.7766233766233765,-0.19263441872137524,4.8,0,5,1250.0
99,COMESTIVEIS,C,28.71,1.9424460431654675,-0.3972353007646238,4.2,0,5,2500.0
3703,PERFUMARIA,C,14.99,2.0,-0.2571029191860087,4.5,0,5,1600.0
3500,COMESTIVEIS,C,34.8,1.4318181818181819,-0.1641716227697536,11.4,1,11,2200.0
386,COMESTIVEIS,C,41.21,1.5970425138632163,-0.3037841295309544,13.8,0,14,5040.0
102,COMESTIVEIS,C,29.2,1.6416492494774844,-0.3196859039411736,13.5,0,14,4662.0
3457,COMESTIVEIS,C,39.36,1.637037037037037,-0.14515031540203166,11.1,5,7,1050.0
95,COMESTIVEIS,C,43.05,1.4785202863961813,-0.21294603876826357,11.1,0,12,2400.0
4977,COMESTIVEIS,C,37.2,2.2,-0.3055555555555555,4.8,0,5,1425.0
388,COMESTIVEIS,C,41.23,1.3687230989956958,-0.38225827488566416,10.2,1,10,3400.0
826,COMESTIVEIS,B,52.78,1.5783365570599615,-0.42267783349813076,10.5,0,11,4070.0
371,COMESTIVEIS,C,34.27,1.5526802218114601,-0.3771105968903987,11.1,0,12,3528.0
4131,COMESTIVEIS,C,25.62,1.481860465116279,-0.3446511627906977,10.8,1,10,2550.0
825,COMESTIVEIS,B,45.64,1.3286093888396813,-0.28865975286673795,26.7,0,27,5400.0
2817,COMESTIVEIS,B,45.4,1.3401015228426396,-0.40901434429353206,11.7,0,12,3000.0
2812,COMESTIVEIS,B,51.93,1.3743218806509947,-0.40715653782141886,10.8,0,11,2640.0
98,COMESTIVEIS,C,39.5,1.4413304588851248,-0.4525716045580537,11.1,0,12,3024.0
835,COMESTIVEIS,B,47.52,1.5393700787401576,-0.7400125331555779,11.7,0,12,4680.0
879,ELETRONICA,C,27.73,1.7647058823529411,-0.9660647628854606,4.8,0,5,2500.0
100,COMESTIVEIS,C,29.2,2.6853146853146854,-0.6435714822811598,27.9,0,28,9324.0
3469,COMESTIVEIS,C,37.37,1.424715909090909,-0.5158441243833686,9.9,1,9,2250.0
12129,COMESTIVEIS,C,41.64,2.0689655172413794,-0.3636053260498464,5.1,0,6,1020.0
3468,COMESTIVEIS,C,37.37,1.48471615720524,-0.5544283086783339,9.9,0,10,2500.0
3450,COMESTIVEIS,C,39.53,1.2807881773399015,-0.2785987958401752,12.3,0,13,1560.0
2278,COMESTIVEIS,C,23.81,1.569506726457399,-0.6077542469968249,54.6,0,55,11550.0
2741,COMESTIVEIS,C,41.16,1.8148820326678765,-0.6528878765209282,10.2,0,11,2475.0
3449,COMESTIVEIS,C,39.53,1.6909765142150803,-0.3857607660940852,10.8,0,11,1320.0
3459,COMESTIVEIS,C,39.36,1.9896373056994818,-0.4945637353126,11.1,0,12,1800.0
3455,COMESTIVEIS,C,39.53,1.237955130562707,-0.4021331371827878,12.0,0,12,1440.0
832,COMESTIVEIS,B,66.78,1.146889375195391,-0.6727492926517219,23.7,16,8,1600.0
378,COMESTIVEIS,B,44.44,1.4696907216494846,-0.8168888794123605,10.5,0,11,2640.0
831,COMESTIVEIS,B,53.46,1.6095603317577811,-0.8243759697396861,26.1,24,3,720.0
3505,COMESTIVEIS,C,32.2,1.8529411764705883,-0.5512845402187277,4.2,0,5,725.0
3508,COMESTIVEIS,C,32.91,1.6981132075471699,-0.414234337537788,5.1,0,6,600.0
3512,COMESTIVEIS,C,32.91,1.5319148936170213,-0.4223580580698248,9.6,0,10,1000.0
12509,PERFUMARIA,C,43.61,1.6382978723404256,-0.4617306868484935,4.5,1,4,360.0
3451,COMESTIVEIS,C,39.36,1.5197889182058049,-0.8228205019834199,14.1,0,15,2250.0
3448,COMESTIVEIS,C,39.36,2.1818181818181817,-0.8448616600790513,14.1,0,15,2250.0
829,COMESTIVEIS,B,54.92,1.5355450236966826,-1.29215634757829,10.5,0,11,2200.0
12037,BAZAR,C,32.65,1.509433962264151,-0.3205158824934321,4.5,4,1,44.0
5799,ACESSORIOS,C,-9.81,4.0,-0.746197435132717,0.6,0,1,82.0
5812,ACESSORIOS,C,-8.77,4.0,-0.7162501254642176,0.6,0,1,75.0
5890,ACESSORIOS,C,-1.93,4.0,-1.0068699529950584,0.6,0,1,68.0
5874,ACESSORIOS,C,-4.56,4.0,-1.0371916508538899,0.6,0,1,68.0
5783,ACESSORIOS,C,-4.49,4.0,-0.9988606152677555,0.6,0,1,55.0
